Dates,BTC Index,ETH Index,BGCI Index,FSTOK10 Index,FSTOK40 Index,SOBLCRTA Index,HODL5 Index
14/06/2019,945.32,397.35,488.81,145.43,107.668,2369.84,2433.61
17/06/2019,1047.99,422.57,529,156.512,109.567,2364.46,2675.41
18/06/2019,1017.82,408.61,514.82,161.45,112.797,2398.12,2608.8
19/06/2019,1025.96,412.73,522.08,157.038,109.546,2404.09,2592.36
20/06/2019,1071.15,416.06,526.54,160.037,110.676,2424.96,2633.38
21/06/2019,1111.29,453.88,553.65,162.915,108.359,2396.93,2751.8
24/06/2019,1226.16,477.5,586.74,183.3,116.55,2383.46,3000.11
25/06/2019,1274.54,478.1,595.03,185.37,117.716,2352.46,3040.6
26/06/2019,1540.08,544.04,668.61,194.817,120.212,2358.37,3346.38
27/06/2019,1207.73,442.11,539.14,209.744,116.651,2382.53,3061.39
28/06/2019,1384.23,480.02,591.21,181.204,104.992,2393.45,2995.61
01/07/2019,1155.05,439.13,530.5,176.271,105.982,2441.82,2710.95
02/07/2019,1214.78,447.72,544.91,176.271,105.982,2459.99,2780.24
03/07/2019,1263.22,452.82,555.37,176.282,106.412,2483.31,2918.4
04/07/2019,1263.22,452.82,555.37,176.282,106.412,2485.78,2985.67
05/07/2019,1243.6,447.15,544.02,180.12,105.445,2497.07,2882.87
08/07/2019,1374.64,482.47,583.52,185.063,109.616,2486.17,3014.16
09/07/2019,1396.02,470.97,578.32,195.548,109.9,2517.7,3060.63
10/07/2019,1347.39,444.73,543.91,198.045,108.061,2530.68,3026.97
11/07/2019,1290.98,420.31,510.39,189.548,102.334,2545.59,2794.32
12/07/2019,1307.24,425.17,521.37,176.1,93.54,2565.19,2795.68
15/07/2019,1221.81,360.1,468.17,157.728,84.787,2568.73,2510.79
16/07/2019,1084.02,315.45,419.42,166,86.783,2557.76,2443.47
17/07/2019,1089.29,326.85,432.44,166,86.783,2549.45,2347.94
18/07/2019,1188.77,347.3,461.66,149.803,77.937,2559.94,2470.25
19/07/2019,1170.35,338.97,451.61,163.828,84.566,2540.63,2449.81
22/07/2019,1144.61,331.8,446.14,164.14,86.632,2555.27,2432.11
23/07/2019,1142.89,337.61,448.29,159.753,84.625,2588.31,2379.87
24/07/2019,1084.53,328.77,435.9,153.452,80.372,2609.49,2381.88
25/07/2019,1105.3,336.96,441.8,153.295,82.049,2573.67,2410.46
26/07/2019,1105.19,340.22,449.14,154.419,82.219,2612.01,2376.74
29/07/2019,1063.34,324.27,428.57,149.053,79.514,2588.08,2308.25
30/07/2019,1077.61,326.55,435.96,148.516,79.368,2578.68,2336.32
31/07/2019,1124.84,334.14,448.21,149.781,79.668,2522.23,2416.09
01/08/2019,1159.48,334.83,452.09,156.573,81.773,2532.81,2401.18
02/08/2019,1173.55,335.56,449.96,160.105,81.318,2460.93,2495.27
05/08/2019,1318.35,359.39,486.99,166.746,81.784,2340.67,2684.53
06/08/2019,1314.53,351.99,475.14,177.819,83.56,2372.65,2647.72
07/08/2019,1325.68,346.93,473.13,172.437,79.9,2388.41,2682.45
08/08/2019,1293.41,334.96,461.48,177.985,79.358,2458.56,2601.48
09/08/2019,1327.78,324.18,454.28,177.712,78.928,2436.18,2563.43
12/08/2019,1283.66,328.86,456.48,172.072,78.138,2387.18,2530.19
13/08/2019,1225.09,321.54,444.83,169.748,76.654,2425.86,2455.12
14/08/2019,1138.75,289.03,404.89,163.847,74.801,2360.1,2388.1
15/08/2019,1133.22,285.85,402.34,163.847,74.801,2381.93,2220.11
16/08/2019,1177.72,288.07,408.49,153.552,70.342,2425.19,2223.56
19/08/2019,1201.26,307.36,424.58,154.926,71.916,2467.62,2389.83
20/08/2019,1203.44,303.16,420.45,162.471,73.002,2444.25,2337.08
21/08/2019,1137.34,287.89,401.98,159.675,71.014,2466.93,2212.22
22/08/2019,1141.82,297.77,410.18,150.94,68.038,2474.19,2253.11
23/08/2019,1169.66,300.7,416.35,151.548,70.669,2385.66,2318.96
26/08/2019,1156.47,289.92,406.88,151.092,69.914,2410.63,2277.59
27/08/2019,1138.95,289.46,403.87,154.037,70.282,2406.34,2253.48
28/08/2019,1084.28,264.13,377.48,151.65,68.874,2420.52,2256.08
29/08/2019,1066.64,262.25,374.14,144.479,63.97,2461.65,2056.29
30/08/2019,1082.76,262.28,375.85,140.859,61.584,2477.36,2105.7
02/09/2019,1082.76,262.28,375.85,140.859,61.584,2487.11,2156.68
03/09/2019,1198.08,280.4,402.64,140.859,61.584,2459.26,2273.49
04/09/2019,1211.17,275.59,400.59,155.19,64.328,2476.03,2221.77
05/09/2019,1184.97,266.06,388.38,154.225,63.513,2534.64,2220.11
06/09/2019,1157.98,261.61,382.44,153.691,62.614,2531.58,2276.55
09/09/2019,1156.18,279.68,399.65,153.574,64.149,2511.1,2245.33
10/09/2019,1122.84,275.04,392.36,152.177,63.471,2484.23,2222.61
11/09/2019,1130.26,272.54,389.68,149.374,62.219,2497.5,2178.11
12/09/2019,1159.13,278.32,395.99,149.67,61.404,2511.49,2224.76
13/09/2019,1143.6,276.48,392.88,152.399,61.774,2496.38,2209.05
16/09/2019,1137.23,297.27,406.26,152.765,62.925,2509.08,2239.68
17/09/2019,1151.08,326.38,434.56,152.597,62.835,2519.05,2317.04
18/09/2019,1142.47,327.25,441.98,154.046,64.929,2507.9,2413.6
19/09/2019,1152.42,342.26,444.4,155.168,68.969,2502.51,2316.96
20/09/2019,1139.02,335.29,433.42,156.077,68.039,2482.78,2369.66
23/09/2019,1100.1,318.55,416.64,151.737,64.772,2498.84,2288.95
24/09/2019,946.46,258.09,344.23,146.101,62.099,2474.37,2153.16
25/09/2019,939.51,262.36,345.87,146.101,62.099,2507.89,1905.41
26/09/2019,909.71,255.24,336.24,126.682,53.698,2518.18,1874.98
27/09/2019,899.48,260.44,337.35,121.693,52.318,2477.5,1840.56
30/09/2019,924.85,274.71,352.4,121.694,52.297,2495.93,1943.04
01/10/2019,932.78,272.5,350.08,125.372,53.683,2478.57,1949.45
02/10/2019,928.02,275.51,352.49,125.477,53.533,2425.57,1930.07
03/10/2019,917.21,267.94,345.62,125.477,53.533,2425.57,1888.91
04/10/2019,922.36,276.73,354.36,125.477,53.533,2489.53,1930.84
07/10/2019,925.39,280.93,365.29,121.223,53.323,2471.88,1969.61
08/10/2019,918.39,277.49,361.56,121.223,53.323,2429.42,1970.34
09/10/2019,965.32,296.53,378.47,125.735,55.656,2451.53,2049.08
10/10/2019,963.24,297.65,374.34,131.282,57.713,2465.65,2035.4
11/10/2019,937.32,281.77,362.08,130.471,56.952,2490.06,1984.14
14/10/2019,936.5,288.78,372.79,126.801,55.758,2496.29,2007.12
15/10/2019,916.85,278.56,362.2,128.471,56.893,2530.68,2006.57
16/10/2019,893.68,268.82,352.69,125.655,55.695,2515.93,1931.1
17/10/2019,904.6,273.75,362.22,123.073,54.539,2498.92,1982.05
18/10/2019,892.12,270.38,356.78,124.591,55.697,2467.02,1935.7
21/10/2019,921.64,268.74,361.56,125.608,55.426,2487.14,2003.34
22/10/2019,911.12,266.77,360.14,126.088,55.762,2447.4,1985.98
23/10/2019,839.22,248.38,330.67,123.721,54.856,2454.89,1817.2
24/10/2019,839.5,250.86,337.23,123.721,54.856,2494.33,1839.73
25/10/2019,968.39,279.89,377.15,115.397,52.842,2515.52,1886.29
28/10/2019,1056.9,283.45,391.55,143.235,60.498,2539.53,2174.02
29/10/2019,1051.93,295.01,399.36,139.69,60.042,2515.31,2185.75
30/10/2019,1032.49,283.77,390.61,142.962,60.489,2522.57,2132.56
31/10/2019,1037.42,283.64,389.63,139.568,59.991,2504.26,2145.22
01/11/2019,1032.96,282.28,387.19,139.295,60.284,2523.85,2120.99
04/11/2019,1063.46,290.03,399.53,139.607,61.37,2544.95,2155.95
05/11/2019,1051.14,294.83,403.26,142.548,62.483,2554.61,2183.19
06/11/2019,1044.95,293.28,402.71,142.315,62.949,2549,2206.15
07/11/2019,1030.74,287.9,392.74,142.315,62.949,2566.55,2145.57
08/11/2019,989.22,285.36,381.77,140.828,64.6,2572.8,2068.5
11/11/2019,978.73,287.58,382.14,140.828,64.6,2571.6,2060.96
12/11/2019,985.12,289.05,382.76,140.828,64.6,2586.04,2053.09
13/11/2019,982.26,290.5,382.4,134.951,64.25,2590.83,2065.41
14/11/2019,971.42,285.67,375.95,134.968,64.69,2606.85,2051.31
15/11/2019,949.45,277.95,365.46,133.324,64.804,2601.16,1986
18/11/2019,920.04,276.1,356.93,133.324,64.804,2603.99,1975.34
19/11/2019,909.06,269.66,349.84,133.324,64.804,2621.73,1900.66
20/11/2019,906.87,270.45,350.17,133.324,64.804,2617.09,1912.6
21/11/2019,852.53,247.02,326.88,122.725,59.121,2596.11,1792.98
22/11/2019,822.06,236.85,313.65,122.725,59.121,2599.21,1677.43
25/11/2019,802.95,227.25,302.14,106.582,50.952,2646.02,1684.79
26/11/2019,800.48,229.41,303.8,108.052,51.406,2645.54,1645.02
27/11/2019,848.29,237.83,316.44,109.429,52.48,2657.5,1697.01
28/11/2019,848.29,237.83,316.44,109.429,52.48,2654.07,1747.44
29/11/2019,868.91,239.17,321.7,112.574,53.824,2644.56,1785.62
02/12/2019,820.64,230.11,306.23,112.153,53.551,2593.45,1668.58
03/12/2019,820.15,228.79,305.57,110.407,53.072,2587.39,1683.02
04/12/2019,811.44,227.46,302.82,110.407,53.072,2609.64,1700.58
05/12/2019,829.74,230.07,308.28,110.407,53.072,2609.36,1668.35
06/12/2019,836.01,230.02,309.21,110.407,53.072,2639.24,1686.96
09/12/2019,820.91,227.74,304.78,110.407,53.072,2625.9,1698.11
10/12/2019,809.74,224.38,300.76,111.258,53.536,2617.9,1657.43
11/12/2019,805.37,220.95,298.78,109.518,52.421,2631.26,1645.54
12/12/2019,812.88,225.56,302.22,109.518,52.421,2664.37,1647.54
13/12/2019,813.42,223.54,301.88,108.83,53.437,2656.37,1660.14
16/12/2019,769.99,204.49,280.03,107.508,53.083,2680.94,1615.92
17/12/2019,740.5,188.35,258.68,103.449,50.45,2680.34,1497.58
18/12/2019,801.38,201.53,279.76,97.91,46.895,2680.89,1505.75
19/12/2019,803.14,196.94,275.6,97.91,46.895,2705.91,1542.32
20/12/2019,808.82,199.22,279.09,105.611,49.747,2732.53,1548.93
23/12/2019,825.35,198.94,281.12,109.941,50.965,2732.59,1625.22
24/12/2019,810.83,198.13,278.11,107.459,49.778,2732.59,1560.77
25/12/2019,810.83,198.13,278.11,107.459,49.778,2732.59,1537.15
26/12/2019,810.58,196.48,277.62,106.266,48.867,2732.59,1549.11
27/12/2019,809.08,194.21,277.45,105.886,49.094,2729.32,1554.82
30/12/2019,814.13,203.86,284.44,109.541,49.899,2686.45,1577.08
31/12/2019,802.72,198.26,279.03,107.655,49.124,2686.45,1565.45
01/01/2020,802.72,198.26,279.03,107.655,49.124,2686.45,1579.99
02/01/2020,778.35,197.04,272.71,106.26,49.032,2750.64,1554.97
03/01/2020,820.28,206.59,287.69,103.028,47.786,2739.09,1591.07
06/01/2020,847.74,220.12,309.73,109.704,50.918,2736.02,1677.16
07/01/2020,916.24,224.13,318.22,115.755,53.028,2770.75,1694.07
08/01/2020,898.86,215.32,307,119.997,53.185,2800.72,1767.57
09/01/2020,874.25,212.56,301.86,119.997,53.185,2835.6,1699
10/01/2020,906.76,221.49,316.85,115.951,52.576,2833.94,1750.2
13/01/2020,914.3,223.5,322.1,121.836,55.148,2852.5,1756.91
14/01/2020,976.12,251.32,359.4,121.056,54.543,2833.37,1923.24
15/01/2020,989.43,257.25,366.24,135.873,60.453,2840.5,1952.62
16/01/2020,979.46,254.71,361.5,134.326,64.674,2866.15,1934.2
17/01/2020,996.39,262.2,374.1,132.913,64.647,2900.19,1987.91
20/01/2020,996.39,262.2,374.1,132.778,62.953,2906.09,1959.23
21/01/2020,981.32,261.94,367.53,132.509,64.122,2913.72,1964.1
22/01/2020,969.53,259.44,364.71,134.112,64.877,2929.34,1961.87
23/01/2020,940.42,249.6,349.44,133.175,64.939,2949.73,1896.78
24/01/2020,950.96,252.46,352.27,128.224,62.071,2932.58,1902.8
27/01/2020,1005.8,265.07,375.62,131.485,63.8,2891.3,1986.86
28/01/2020,1017.98,267.44,378.67,136.116,66.025,2937.09,2020.86
29/01/2020,1052.59,273.02,387.26,142.212,68.612,2930.3,2061.35
30/01/2020,1071.4,285.73,402.94,141.45,70,2933.05,2096.18
31/01/2020,1044.88,278.88,391.36,145.437,71.733,2875.19,2095.38
03/02/2020,1043.22,293.97,404.01,143.601,72.498,2926.73,2123.64
04/02/2020,1028.69,290.71,403.47,143.304,73.38,2979.62,2151.63
05/02/2020,1087.25,315.18,432.66,142.13,73.034,2998.89,2248.41
06/02/2020,1096.68,330.18,442.91,149.974,76.856,3006.47,2320.79
07/02/2020,1092.49,339.04,444.79,152.284,77.659,2997,2339.56
10/02/2020,1105.23,344.42,450.89,159.338,83.338,3053.99,2351.48
11/02/2020,1151.68,369.31,473.88,155.734,83.668,3054.83,2410.59
12/02/2020,1168.29,424.57,509.08,161.407,87.688,3080.2,2520.86
13/02/2020,1144.75,410.12,503.4,166.143,91.601,3106.78,2610.81
14/02/2020,1164.55,439.14,525.32,165.44,89.945,3141.59,2623.14
17/02/2020,1164.55,439.14,525.32,158.158,85.388,3141.38,2395.6
18/02/2020,1147.94,440.76,501.86,155.58,83.244,3153.94,2473.97
19/02/2020,1138.22,423.96,486.5,162.684,86.911,3205.12,2538.9
20/02/2020,1075.25,397.03,452.1,153.194,82.534,3166.85,2348.99
21/02/2020,1088.61,408.65,463.29,152.405,82.271,3082.07,2406.44
24/02/2020,1078.15,405.64,458.16,158.625,84.726,2976.67,2407.37
25/02/2020,1047.08,384.86,438.81,158.625,84.726,2870.96,2296.73
26/02/2020,988.72,353.61,404.72,147.428,75.126,2868.07,2129.72
27/02/2020,996.79,359.64,411.96,137.388,69.351,2728.58,2135.69
28/02/2020,971.48,348.56,398.44,137.429,70.843,2742.45,2100.59
02/03/2020,999.73,360.27,412.88,133.755,68.881,2797.78,2120.25
03/03/2020,977.91,345.15,400.25,139.267,72.826,2712.55,2097.04
04/03/2020,977.38,343.86,397.55,137.584,72.723,2826.34,2076.84
05/03/2020,1024.92,358.56,416.53,136.922,73.564,2724.42,2166.83
06/03/2020,1024.34,371.64,422.25,141.703,75.507,2633.08,2165.57
09/03/2020,879.75,306.88,349.91,125.03,64.86,2398.78,1822.24
10/03/2020,891.51,312.67,357.58,122.95,63.746,2517.13,1837.19
11/03/2020,882.39,296.56,346.73,122.82,64.41,2413.45,1824.51
12/03/2020,674.88,213.19,257.88,122.016,62.569,2188.66,1412.82
13/03/2020,612.27,200.39,241.61,75.805,38.162,2379.76,1232.13
16/03/2020,556.24,171.27,217.82,82.945,42.129,2028.21,1202.49
17/03/2020,602.7,182.12,233.11,82.945,42.129,2189.61,1178.83
18/03/2020,602.08,180.98,231.4,79.687,39.221,2069.19,1190.18
19/03/2020,696,210.61,266.69,79.879,40.309,2143.96,1288.46
20/03/2020,684.49,199.05,256.83,94.621,46.975,2054.37,1503.29
23/03/2020,712.31,203.26,264.25,88.51,43.261,2013.57,1398.33
24/03/2020,758.16,216.91,278.82,96.917,46.968,2254.66,1470.38
25/03/2020,742.01,209.88,271.41,101.343,48.542,2289.83,1470.2
26/03/2020,751.73,210.49,274.68,100.296,47.846,2371.74,1472.02
27/03/2020,746.72,211.46,280.48,101.473,49.107,2276.68,1497.88
30/03/2020,718.11,205.66,271.39,90.143,44.309,2348.79,1444.42
31/03/2020,728.4,208.4,274.86,97.374,47.183,2313.38,1470.06
01/04/2020,698.87,201.68,265.12,97.591,47.85,2200.35,1434.89
02/04/2020,758.71,217.18,283.87,99.808,48.281,2253.95,1530.18
03/04/2020,762.82,220.71,287.36,102.763,48.986,2218.58,1539.26
06/04/2020,815.99,255.29,317.25,103.039,49.481,2432.19,1627.67
07/04/2020,807.27,258.72,317.16,111.855,53.663,2398.93,1701.69
08/04/2020,823.09,264.95,326.04,111.855,53.663,2504.53,1684.62
09/04/2020,814.51,261.61,321.22,113.48,56.206,2518.55,1719.26
10/04/2020,814.51,261.61,321.22,112.793,57.076,2518.55,1594.03
13/04/2020,763.12,241.27,296.88,107.196,54.164,2518.55,1557.16
14/04/2020,776.1,247.95,301.4,105.085,52.976,2604.37,1601.18
15/04/2020,756.74,243.6,295.92,105.104,52.972,2563.02,1566.48
16/04/2020,787.11,264.98,312.11,102.031,51.671,2577.93,1648.98
17/04/2020,794.61,265.5,313.71,109.861,55.269,2639.05,1645.42
20/04/2020,764.22,261.42,301.74,111.381,56.803,2609,1658.85
21/04/2020,771.62,266.22,306.62,106.497,54.182,2507.15,1609.36
22/04/2020,797.35,282.39,319.5,106.57,54.232,2607.07,1678.38
23/04/2020,846.09,293.71,334.19,110.492,56.544,2627.17,1743
24/04/2020,846.22,292.67,333.72,114.622,58.169,2674.69,1751.65
27/04/2020,865.83,301.06,338.82,118.807,62.467,2722.65,1786.59
28/04/2020,867.26,303.04,345.54,120.198,62.195,2704.5,1810.11
29/04/2020,981.39,334.72,381.34,121.047,62.68,2792.81,1957.87
30/04/2020,991.47,327.34,373.41,134.834,66.703,2742.85,2007.31
01/05/2020,980.32,324.15,370.53,131.701,63.508,2742.85,2008.67
04/05/2020,995.2,316.93,369.17,135.072,64.358,2691.89,1978.31
05/05/2020,1001.77,316.88,369.33,134.875,64.541,2750.02,1990.2
06/05/2020,1037.78,316.11,373.29,135.672,64.094,2770.42,2046.26
07/05/2020,1108.46,331.3,389.86,138.366,63.763,2856.03,2039.02
08/05/2020,1117.22,329.51,390.75,138.366,63.763,2880.11,2137.55
11/05/2020,979.91,289.12,343.05,130.001,62.443,2912.47,1906.22
12/05/2020,988.62,293.64,348,127.874,61.1,2840.72,1926.76
13/05/2020,1035.79,305.99,360.56,130.706,63.126,2811.41,1962.14
14/05/2020,1083,314.49,371.56,137.107,64.328,2866,2032.77
15/05/2020,1048.94,301.44,359.29,137.107,64.328,2895.42,2026.22
18/05/2020,1086.96,329.45,378.01,142.377,65.296,2947.35,2082.83
19/05/2020,1082.97,326.99,376.18,143.994,66.854,2924.95,2078.03
20/05/2020,1068.91,324.04,371.46,143.906,67.285,2985.53,2092.55
21/05/2020,1013.97,306.53,353.52,141.028,67.473,2962.31,1950.46
22/05/2020,1027.17,320.65,364.18,134.62,64.523,2995.44,1978.58
25/05/2020,1027.17,320.65,364.18,131.292,65.118,2996.28,1918.27
26/05/2020,990.14,309.22,351.71,133.042,67.049,2978.36,1923.26
27/05/2020,1028.32,319.7,362.78,131.729,66.629,2984.74,1982.26
28/05/2020,1061.02,332.83,372.39,136.602,67.599,2961.58,2033.73
29/05/2020,1055.3,340.43,374.02,141.68,70.139,2991.06,2047.97
01/06/2020,1074.56,368.32,391.35,141.902,72.192,2991.06,2125.53
02/06/2020,1065.82,364.67,387.49,141.902,72.192,3014.26,2110.64
03/06/2020,1074.24,372.22,392.48,143.421,74.734,3048.61,2126.94
04/06/2020,1100.52,372.36,396.21,145.581,77.141,2979.44,2159.55
05/06/2020,1092.09,374.94,397.92,147.396,77.947,3046.08,2144.77
08/06/2020,1088.61,375.36,395.33,146.869,77.636,3058.54,2137.89
09/06/2020,1091.58,376.13,395.17,147.059,78.455,3065.36,2148.38
10/06/2020,1109.52,383.62,401.51,147.128,79.054,3077.7,2152.43
11/06/2020,1037.22,356.01,372.88,148.266,79.635,2882.81,2116.35
12/06/2020,1057.14,366.43,381.97,148.266,79.635,2958.07,2074.12
15/06/2020,1057.35,359.76,377.68,140.664,73.968,2986.01,2003.94
16/06/2020,1065.85,361.89,379.34,140.999,73.625,3047.33,2059.92
17/06/2020,1043.37,355.12,373.91,140.999,73.625,3068.34,2064.54
18/06/2020,1053.28,357.58,375.8,141.672,75.407,3079.43,2062.29
19/06/2020,1041.97,353.81,371.48,140.614,74.951,3068.4,2043.84
22/06/2020,1075,376.5,385.68,138.824,74.269,3100.2,2072.06
23/06/2020,1082.58,377.69,387.2,144.14,77.184,3081.3,2105.44
24/06/2020,1042.68,361.89,372.37,144.086,78.345,3006.37,2032.66
25/06/2020,1041.95,362.11,372.07,139.389,76.238,3067.71,2025.41
26/06/2020,1030.99,356.46,369.44,138.55,75.89,2996.01,1991.58
29/06/2020,1028.06,350.69,362.38,135.993,73.706,3004.31,1959.29
30/06/2020,1025.68,348.68,360.26,136.84,75.356,3069.88,1983.33
01/07/2020,1037.79,358.44,365.64,135.981,74.654,3105.2,1994.29
02/07/2020,1014.77,348.64,357.44,135.981,74.654,3107.89,1989.48
03/07/2020,1014.77,348.64,357.44,136.102,76.895,3104.96,1973.05
06/07/2020,1043.14,369.29,378.07,135.379,78.251,3139.11,2035.59
07/07/2020,1034.43,367.05,374.52,141.191,82.473,3139.87,2039.6
08/07/2020,1059.61,384.62,393.4,139.336,85.359,3163.19,2106.66
09/07/2020,1034.32,371.19,382.93,142.927,91.543,3174.64,2090.47
10/07/2020,1036.91,371.29,383.44,140.831,89.676,3152.97,2059.17
13/07/2020,1035.01,368.68,379.26,140.82,91.913,3077.92,2089.65
14/07/2020,1039.83,374.05,383.36,139.988,91.318,3108.2,2057.97
15/07/2020,1030.59,367.87,378.43,139.99,93.848,3136.91,2062.03
16/07/2020,1023.49,359.94,371.37,139.126,95.326,3105.08,2015.15
17/07/2020,1029.44,361.15,373.64,139.126,95.326,3123.42,2028.4
20/07/2020,1028.33,364.73,375.1,139.117,93.766,3186.8,2044.66
21/07/2020,1051.61,380.06,386.22,138.36,90.337,3163.2,2088.94
22/07/2020,1052.67,379.72,387.59,141.828,93.185,3174.33,2086.52
23/07/2020,1076.81,423.09,408.58,145.164,94.827,3112.5,2168.34
24/07/2020,1076.15,438.05,411.23,146.856,95.345,3116.91,2189.62
27/07/2020,1213.85,501.27,462.37,153.664,97.49,3107.63,2419.26
28/07/2020,1234.63,493.53,473.56,167.873,96.12,3077.15,2549.6
29/07/2020,1261.37,498.93,482.2,167.443,97.994,3141.79,2563.54
30/07/2020,1250.49,521.33,491.15,170.01,96.95,3149.78,2548.46
31/07/2020,1274.15,533.55,502.5,171.476,98.257,3146.25,2661.25
03/08/2020,1281.27,610.37,551.07,174.511,99.552,3200.26,2878.81
04/08/2020,1263.49,602.66,535.68,179.016,103.204,3237.26,2836.58
05/08/2020,1309.58,618.42,550.12,178.464,105.666,3232.81,2897.27
06/08/2020,1331.71,615.62,558.07,185.905,106.886,3288.73,2925.83
07/08/2020,1295.78,581.7,531.25,185.905,106.886,3278.04,2884.07
10/08/2020,1332.38,613.23,549.37,183.698,117.565,3242.9,2918.74
11/08/2020,1274.42,586.01,524.14,186.8,120.148,3210.88,2845.11
12/08/2020,1300.43,601.65,530.64,179.134,114.408,3254.36,2839.22
13/08/2020,1294.86,611.12,531.59,182.044,123.092,3249.04,2827.99
14/08/2020,1327.03,683.87,572.61,187.822,125.616,3243.98,2959.72
17/08/2020,1384.83,678.79,597.06,190.933,130.392,3296.96,3072.24
18/08/2020,1348.31,658.68,576.95,195.376,127.872,3279.78,3005.23
19/08/2020,1309.99,615.67,541.56,191.061,124.646,3273.85,2927.43
20/08/2020,1331.36,643.51,558.61,186.046,120.16,3331.61,2954.94
21/08/2020,1312.1,617.54,544.16,188.503,120.16,3363.85,2907.85
24/08/2020,1317.5,624.05,548.88,183.378,124.576,3374.14,2898.55
25/08/2020,1267.36,586.66,520.37,186.291,125.461,3411.79,2798.86
26/08/2020,1288.37,599.8,528.63,178.755,118.954,3438.28,2808.26
27/08/2020,1264.57,587.23,510.73,180.388,120.939,3437.34,2753.18
28/08/2020,1290.98,612.94,528.59,177.495,115.958,3448.21,2799.66
31/08/2020,1316.44,678.16,558.82,186.632,126.054,3444.43,2951
01/09/2020,1343.24,738.9,587.66,186.566,124.977,3490.12,3068.57
02/09/2020,1276.53,671.91,545.71,194.143,127.852,3565.72,2852.15
03/09/2020,1202.62,624.72,511.73,183.58,120.457,3422.17,2748.51
04/09/2020,1187.49,606.16,500.21,183.58,120.457,3363.63,2574.25
07/09/2020,1187.49,606.16,500.21,161.95,102.022,3356.56,2419.62
08/09/2020,1123.36,520.47,453.12,163.051,101.666,3256.99,2451.44
09/09/2020,1155.02,552.14,471.52,163.051,101.666,3319.54,2493.18
10/09/2020,1155.12,564.51,475.58,161.503,101.72,3237.35,2552.61
11/09/2020,1159.3,572.09,479.3,164.222,103.774,3215.68,2534.63
14/09/2020,1198.75,580.9,489.05,163.885,104.248,3265.28,2599.04
15/09/2020,1211.38,564.3,485.8,169.056,105.986,3315.79,2594.28
16/09/2020,1233.41,565.32,489.09,169.018,101.598,3287.82,2609.49
17/09/2020,1226.74,607.58,505.09,171.193,100.767,3248.96,2644.76
18/09/2020,1219.05,586.82,495.1,172.671,102.64,3197.94,2671.58
21/09/2020,1177.67,534.28,463.6,170.712,98.606,3233.7,2461.38
22/09/2020,1177.86,531.94,463.08,161.854,90.75,3280.98,2466.3
23/09/2020,1156.7,507.73,449.58,163.319,92.154,3200.71,2475.34
24/09/2020,1196.13,536.1,467.61,163.319,92.154,3231.77,2451.41
25/09/2020,1204.61,550.51,477.3,166.08,94.802,3303.44,2513.16
28/09/2020,1219.82,561.8,484.91,167.822,99.549,3357.33,2595.42
29/09/2020,1206.69,553.4,478.52,166.993,98.427,3343.4,2567.28
30/09/2020,1203.16,550.6,476.66,169.137,99.45,3356.29,2559.29
01/10/2020,1187.6,544.44,471.38,168.454,99.588,3404.45,2602.41
02/10/2020,1180.57,532.36,463.65,168.454,99.588,3350.54,2491.44
05/10/2020,1204.99,544.51,476.51,166.676,96.291,3418.63,2564.48
06/10/2020,1186.12,527.01,467.39,168.201,96.781,3373.52,2535.7
07/10/2020,1195.21,527.63,470,168.201,96.781,3429.44,2522.39
08/10/2020,1221.46,544.61,481.58,165.714,93.212,3467.05,2585.29
09/10/2020,1240.43,564.04,491.49,169.488,94.554,3455.11,2631.49
12/10/2020,1296.53,600.51,515.58,177.189,101.371,3492.83,2735.09
13/10/2020,1279.66,586.02,507.81,180.355,102.366,3519.87,2719.73
14/10/2020,1274.97,581.21,503.87,178.438,101.038,3484.6,2718.49
15/10/2020,1297.75,588.07,510.46,178.199,98.943,3488.9,2701.12
16/10/2020,1268.66,565.95,494.33,178.696,98.716,3480.21,2657.62
19/10/2020,1311.78,586.92,510.5,178.696,98.716,3420.24,2733.83
20/10/2020,1336.5,569.9,506.23,181.27,96.048,3401.27,2735.81
21/10/2020,1426.9,606.85,538.94,181.94,91.522,3397.75,2899.81
22/10/2020,1473.49,646.01,563.97,194.971,93.837,3398.03,3000.12
23/10/2020,1449.89,633.22,554.2,198.788,96.134,3417.42,2988.15
26/10/2020,1461.44,607.27,545.11,199.281,94.452,3339.49,2941.83
27/10/2020,1533.43,628.5,565.43,198.471,94.452,3323.76,3050.54
28/10/2020,1479.94,596.1,544.52,206.118,92.773,3206.9,2956.74
29/10/2020,1515.02,602.69,551.49,200.164,88.523,3285.48,2978.84
30/10/2020,1519.8,593.54,546.34,201.618,86.578,3209.53,2959.59
02/11/2020,1531.42,599.14,548.9,205.476,86.786,3227.52,2953.19
03/11/2020,1544.39,592.82,547.19,205.476,86.786,3246.85,2965.38
04/11/2020,1576.83,622.45,562.29,206.291,82.341,3393.42,2984.06
05/11/2020,1695.72,641.76,591,209.326,81.858,3449.95,3219.93
06/11/2020,1738.83,688.46,618.31,227.47,84.604,3508.88,3329.64
09/11/2020,1728.27,693.06,617.48,230.203,89.257,3514.41,3269.62
10/11/2020,1720.94,698.12,618.38,230.203,89.257,3432.67,3305.44
11/11/2020,1764.24,720.41,633.79,230.203,89.257,3525.71,3415.34
12/11/2020,1812.84,709.86,636.18,233.109,89.216,3469.06,3461.97
13/11/2020,1825.64,729.18,650.1,239.398,88.721,3486.05,3489.67
